Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry
Fallers Jewellers,http://www.fallers.com,+353(0)91561226,-9.05112054786775,53.2742156825606,Galway,Galway City,Republic of Ireland
Athenry Golf Club,http://www.athenrygolfclub.net,+353(0)91794466,-8.845527,53.282795,Galway,Athenry,Republic of Ireland
Moran's Oyster Cottage,http://www.moranstheweir.com,+353(0)91796113,-8.895217,53.21104,Galway,Kilcolgan,Republic of Ireland
White Gables Restaurant,http://www.whitegables.com,+353(0)91555744,-9.18053812764742,53.3380179961077,Galway,Moycullen,Republic of Ireland
The Huntsman Inn,http://www.huntsmaninn.com,+353(0)91562849,-9.033889,53.281333,Galway,Galway City,Republic of Ireland
Connemara Championship Links,http://www.connemaragolflinks.com,+353(0)9523502,-10.139698,53.418931,Galway,Ballyconneely,Republic of Ireland
Roundstone Music and Crafts,http://www.bodhran.com,+353(0)9535808,-9.916871,53.391996,Galway,Roundstone,Republic of Ireland
Inis Meáin Knitting Company,http://www.inismeain.ie,+353(0)9973009,-9.583115,53.087649,Galway,Aran Islands,Republic of Ireland
Tuam Golf Club,http://www.tuamgolfclub.com,+353(0)9328993,-8.835863,53.494126,Galway,Tuam,Republic of Ireland
Cycle Holidays Ireland,http://www.cycleholidaysireland.com,+353(0)878321200,-8.296194,53.115448,Galway,Ballinasloe,Republic of Ireland
Bearna Golf and Country Club,http://www.bearnagolfclub.com,+353(0)91592677,-9.165241,53.278586,Galway,Bearna,Republic of Ireland
Gort Golf Club,http://www.gortgolf.com/,+353(0)91632244,-8.8713981798096,53.062538715892,Galway,Gort,Republic of Ireland
Oliver's Bar & Restaurant,http://oliversonclegganpier.ie,+353(0)9544640,-10.1121914088521,53.556600957255,Galway,Cleggan,Republic of Ireland
Connemara Smokehouse,http://www.smokehouse.ie,+353(0)9523739,-10.1165398820463,53.4046457988366,Galway,Ballyconneely,Republic of Ireland
O'Grady's Bar and Restaurant,http://www.ogradysgort.net,+353(0)91631096,-8.819298,53.066596,Galway,Gort,Republic of Ireland
Cooke's Restaurant & Wine Bar,http://www.cookesrestaurantgalway.com,+353(0)91568203,-9.052722,53.273693,Galway,Galway City,Republic of Ireland
Keogh's Bar and Restaurant,,+353(0)91637145,-8.937647,53.138623,Galway,Kinvara,Republic of Ireland
"Mount Gable House, Bar & Restaurant",http://www.burkes-clonbur.com,+353(0)949546175,-9.365542,53.545039,Galway,Clonbur,Republic of Ireland
The Galleon Restaurant,http://thegalleonrestaurant.ie/,+353(0)91522963,-9.075967,53.260369,Galway,Salthill,Republic of Ireland
Lough Corrib,http://www.fishinginireland.info/,+353(0)91563110,-9.2760575625,53.4958347813259,Galway,Galway City,Republic of Ireland
The River Suck,,+353(0)61300238,-8.21039941467279,53.3331009762356,Galway,Limerick City,Republic of Ireland
Coole Park Visitor Centre & Gardens,http://www.coolepark.ie,+353(0)91631804,-8.837698,53.091917,Galway,Gort,Republic of Ireland
Raftery's  Bar & Restaurant,https://www.facebook.com/rafterysbar.craughwell,+353(0)91846708,-8.73386681349189,53.2294433967689,Galway,Craughwell,Republic of Ireland
Galway Bakery Company Restaurant and Coffee Shop,http://www.facebook.com/GBC,+353(0)91563087,-9.05079,53.274075,Galway,Galway City,Republic of Ireland
McDonagh's Seafood House,http://www.mcdonaghs.net,+353(0)91565001,-9.054472,53.270999,Galway,Galway City,Republic of Ireland
Ireland West Angling,http://www.irelandwestangling.ie,+353(0)91593860,-9.42577304189582,53.2406082948501,Galway,Inverin,Republic of Ireland
The Galway Plate Restaurant,http://www.facebook.com/galwayplate/,+353(0)91770589,-9.017215,53.294094,Galway,Galway City,Republic of Ireland
Pallas Karting and Paintball,http://www.pallaskarting.com,+353(0)909745147,-8.355297,53.132858,Galway,Loughrea,Republic of Ireland
Killary Adventure Company,http://www.killaryadventure.com,+353(0)9543411,-9.7697611645508,53.5926450772279,Galway,Leenane,Republic of Ireland
Killary Fjord Boat Tours,http://www.killarycruises.com,+353(0)91566736,-9.7302026674962,53.5999685779482,Galway,Leenane,Republic of Ireland
The Erriff Fishery,,+353(0)9542252,-9.6689,53.614028,Galway,Leenane,Republic of Ireland
Costello and Fermoyle Fishery,,+353(0)91572196,-9.533756,53.278732,Galway,Costello,Republic of Ireland
Burren Yoga and Meditation Centre,http://www.burrenyoga.com,+353(0)91637680,-8.953459,53.087243,Galway,Kinvara,Republic of Ireland
Murphy's Bar,,+353(0)91564589,-9.053615,53.271959,Galway,Galway City,Republic of Ireland
Ballinasloe Golf Club,http://www.ballinasloegolfclub.ie,+353(0)909642126,-8.241215,53.30346,Galway,Ballinasloe,Republic of Ireland
Cleggan Beach Riding Centre,http://www.clegganridingcentre.com,+353(0)833888135,-10.112388804491,53.5572575434476,Galway,Cleggan,Republic of Ireland
West Galway School of Navigation,http://www.serioussailing.com,+353(0)9523569,-10.0749437362162,53.4342688687443,Galway,Ballyconneely,Republic of Ireland
Western Kingfisher  Sea Angling,http://www.facebook.com/western.kingfisher/,+353(0)9544649,-10.1064664886282,53.5681336370786,Galway,Cleggan,Republic of Ireland
Moycullen Riding Centre,http://www.moycullenriding.com,+353(0)872043944,-9.15960387039183,53.3026478460559,Galway,Moycullen,Republic of Ireland
Garvey's Bar and Restaurant,http://www.garveysinn.com,+353(0)91562224,-9.047857,53.274315,Galway,Galway City,Republic of Ireland
Judy Greene Pottery,http://www.judygreenepottery.com,+353(0)91561753,-9.054773,53.271334,Galway,Galway City,Republic of Ireland
Galway Racecourse,http://www.galwayraces.com,+353(0)91753870,-8.993957,53.298185,Galway,Galway ,Republic of Ireland
"McSwiggan's Restaurant, Pub and Cafe Bar",http://www.mcswiggans.com,+353(0)91568917,-9.052594,53.275025,Galway,Galway City,Republic of Ireland
Corrib Candles,http://www.corribcandles.ie/,+353(0)91766187,-9.074389,53.303619,Galway,Menlo,Republic of Ireland
Curra West Golf Club,http://www.currawest.com,+353(0)909745121,-8.440304,53.114984,Galway,Loughrea,Republic of Ireland
Galway Golf Club,http://www.galwaygolf.com,+353(0)91522033,-9.095701,53.25938,Galway,Galway - Salthill Area,Republic of Ireland
Oldthort Golf Course,,+353(0)909741123,-8.254669,53.086724,Galway,Portumna,Republic of Ireland
Oughterard Golf Club,http://www.oughterardgolfclub.com,+353(0)91552131,-9.287132,53.421818,Galway,Oughterard,Republic of Ireland
Petersburg Outdoor Education Centre,http://www.petersburg.ie,+353(0)949546483,-9.384642,53.556736,Galway,Clonbur,Republic of Ireland
Aran Bike Hire,http://www.aranbikehire.com,+353(0)9961132,-9.66930780012808,53.1187918652513,Galway,Aran Islands,Republic of Ireland
Inishbofin Cycle Hire,,+353(0)9545833,-10.200035,53.615073,Galway,Inishbofin Island,Republic of Ireland
Mannion Bike Hire,http://www.clifdenbikes.com,+353(0)9521160,-10.020548,53.48865,Galway,Clifden,Republic of Ireland
Kinvara Smoked Salmon Limited,http://www.kinvarasmokedsalmon.com,+353(0)91637489,-8.934515,53.138495,Galway,Kinvara,Republic of Ireland
Bow Waves - Galway Sailing and Powerboat School,http://www.bowwaves.com,+353(0)91560560,-9.042501,53.267657,Galway,Harbour Enterprise Park,Republic of Ireland
Scubadive West,http://www.scubadivewest.com,+353(0)9543922,-9.873724,53.614068,Galway,Renvyle,Republic of Ireland
East Galway Family History Society Co. Ltd.,http://www.galwayroots.com,+353(0)909749309,-8.400312,53.049144,Galway,Woodford,Republic of Ireland
An Pucan Bar,http://www.twitter.com/anpucangalway,+353(0)857704605,-9.047446,53.274514,Galway,Galway City Centre,Republic of Ireland
Richardson's,https://www.facebook.com/pages/Richardsons-Bar/145903408788441,+353(0)91562812,-9.048975,53.275065,Galway,Galway City Centre,Republic of Ireland
Taaffes Bar,http://www.facebook.com/TaaffesBarGalway/,+353(0)91564066,-9.053145,53.27236,Galway,Galway City Centre,Republic of Ireland
The Crane Bar,http://www.thecranebar.com,+353(0)91587419,-9.060512,53.269881,Galway,Galway City,Republic of Ireland
Anglers Rest Bar,,+353(0)9543628,-9.963678,53.58852,Galway,Renvyle,Republic of Ireland
The Kings Head Bar,http://www.facebook.com/thekingsheadgalway/,+353(0)91566630,-9.053298,53.272134,Galway,Galway City Centre,Republic of Ireland
Fishermans Cottage,http://www.southaran.com,+353(0)9975073,-9.528944,53.067447,Galway,Aran Islands,Republic of Ireland
Mitchells Restaurant,http://www.mitchellsrestaurantclifden.com/,+353(0)9521867,-10.022122,53.488162,Galway,Clifden,Republic of Ireland
Paddy Burke's,http://www.paddyburkesgalway.com,+353(0)91796226,-8.880901,53.228147,Galway,Clarinbridge,Republic of Ireland
Tulsi Restaurant Galway,http://www.facebook.com/TulsiIndianGalway/,+353(0)91564831,-9.051776,53.272196,Galway,Galway City,Republic of Ireland
Crumlin Fishery,,+353(0)91572196,-9.533766,53.278719,Galway,Costello,Republic of Ireland
Lough Inagh Fishery,http://www.loughinaghlodgehotel.ie,+353(0)9534706,-9.741968,53.520873,Galway,Recess,Republic of Ireland
Screebe Fishery,http://screebe.com/,+353(0)91574110,-9.55302,53.385044,Galway,Connemara,Republic of Ireland
Blacoe Jewellers,http://www.blacoe.com/,+353(0)91568556,-9.053467,53.272369,Galway,Galway City,Republic of Ireland
Cong Canal,,+353(0)91563118,-9.05635,53.277138,Galway,Earl's Island,Republic of Ireland
Avoca Handweavers Letterfrack,http://www.avoca.ie,+353(0)9541058,-9.94550125561522,53.5508041116326,Galway,Letterfrack,Republic of Ireland
E J Kings,http://www.ejkings.com,+353(0)9521330,-10.022512,53.488437,Galway,Clifden,Republic of Ireland
Massimo,http://massimogalway.com,+353(0)91582239,-9.059913,53.270004,Galway,Galway City,Republic of Ireland
Monroes Tavern,http://www.monroes.ie,+353(0)91583397,-9.057768,53.269974,Galway,Galway City Centre,Republic of Ireland
O'Boyles Pub,,+353(0)9345730,-8.603555,53.497203,Galway,Moylough,Republic of Ireland
O'Connell's Bar Galway,,+353(0)91563634,-9.048343,53.274612,Galway,Galway City,Republic of Ireland
O'Connor's Famous Pub,http://www.oconnorsbar.com,+353(0)91523468,-9.074596,53.261071,Galway,Salthill,Republic of Ireland
Murty Rabbitt's Bar And Restaurant,https://www.facebook.com/Murty-Rabbitts-170087023085549/?rf=192316184117671,+353(0)91566490,-9.047148,53.274823,Galway,Galway City.,Republic of Ireland
Red Square,http://www.eyresquarehotel.com/restaurants-bars-galway,+353(0)91569633,-9.047374,53.274274,Galway,Galway City Centre,Republic of Ireland
Sally Long's Bar,,+353(0)91565756,-9.053671,53.274022,Galway,Galway City,Republic of Ireland
The Bunch Of Grapes Bar,,+353(0)91563325,-9.05386,53.27158,Galway,Galway City,Republic of Ireland
The Dew Drop Inn,,+353(0)91561070,-9.054332,53.271893,Galway,Galway City Centre,Republic of Ireland
Cactus Jacks,http://www.cactusjacks.ie,+353(0)91563838,-9.053339,53.270942,Galway,Galway City Centre,Republic of Ireland
Boluisce Restaurant,,+353(0)91553286,-9.30654,53.244375,Galway,Spiddal,Republic of Ireland
Cre Na Cille,http://www.facebook.com/cre.nacille.5,+353(0)9328232,-8.853718,53.514761,Galway,Tuam,Republic of Ireland
Fat Freddy's Restaurant,http://galwayrestaurants.net,+353(0)91567279,-9.054103,53.270943,Galway,Galway City,Republic of Ireland
Park House Hotel And Park Room Restaurant,http://www.parkhousehotel.ie,+353(0)91564924,-9.047021,53.274489,Galway,Galway City Centre,Republic of Ireland
Keoghs Bar,http://www.keoghsballyconneely.com/,+353(0)9523522,-10.075687,53.431148,Galway,Ballyconneely,Republic of Ireland
The Quays Bar,http://www.louisfitzgerald.com/quaysgalway,+353(0)91568347,-9.053915,53.271083,Galway,Galway City Centre,Republic of Ireland
Dunguaire Castle Banquet,http://www.shannonheritage.com,+353(0)61360788,-8.926241,53.142202,Galway,Kinvara,Republic of Ireland
Connemara Candles,http://www.connemaracandles.ie,+353(0)91552240,-9.311021,53.420109,Galway,Oughterard,Republic of Ireland
Glynsk House,http://www.glynskhouse.com/,System.Object[],-9.821341,53.371184,Galway,Connemara,Republic of Ireland
Ard Bia at Nimmos,http://www.ardbia.com,+353(0)91561114,-9.053799,53.269571,Galway,Galway City,Republic of Ireland
Dunmore Demesne Golf Course,,+353(0)9338709,-8.744383,53.615673,Galway,Dunmore,Republic of Ireland
Galway Bay Fishing,http://www.galwaybayfishing.com,+353(0)868547890,-9.30573424786064,53.2454967166693,Galway,Spiddal,Republic of Ireland
Diamond Hill Loop Walk,http://www.connemaranationalpark.ie,+353(0)9541054,-9.94480207292084,53.551306939289,Galway,Letterfrack,Republic of Ireland
Mr Mike Keady - Guided Angling Service,,+353(0)91556326,-9.18094439054539,53.3383781111107,Galway,Moycullen,Republic of Ireland
Peche en mer Irlande,http://www.pecheenmerirlande.fr,+353(0)863234638,-9.60034387771733,53.2644046829443,Galway,Carraroe  (An Cheathru Rua),Republic of Ireland
Tom Sullivan - Angling Guide,http://www.tomdoc.com,+353(0)949548463,-9.45283004582779,53.5125310090653,Galway,Corr Na Móna  (Cornamona),Republic of Ireland
Corrib Canoe,http://www.corribcanoe.com,+353(0)857868717,-9.05304525653923,53.2687353176377,Galway,Galway Outer City East,Republic of Ireland
The Burren - Flora and Fauna,http://www.burrenbeo.com,+353(0)91638096,-8.93860633232657,53.1389106316426,Galway,Kinvara,Republic of Ireland
The Burren - Agriculture,http://www.burrenbeo.com,+353(0)91638096,-8.99860198357168,53.0038521950417,Galway,Kinvara,Republic of Ireland
The Burren Monuments,http://www.burrenbeo.com,+353(0)91638096,-9.00203521111075,53.0030257937084,Galway,Kinvara,Republic of Ireland
Cregmore Park Golf Club,http://www.cregmorepark.com,+353(0)91799799,-8.864552,53.328929,Galway,Claregalway,Republic of Ireland
Fuchsia Craft,,+353(0)91552644,-9.319359,53.428435,Galway,Oughterard,Republic of Ireland
Murphy Store,http://www.murphystore.com,+353(0)91637760,-8.937183,53.139698,Galway,Kinvara,Republic of Ireland
Royal Tara Gift Centre,http://www.claracrafts.com,+353(0)91705602,-9.019968,53.285275,Galway,Galway,Republic of Ireland
Derroura Bike Hire,http://www.westsidecyclesgalway.com,+353(0)91525007,-9.075921,53.275041,Galway,Galway City ,Republic of Ireland
The Bards Den Restaurant & Pub,http://www.bardsden.com,+353(0)9541042,-9.947931,53.553605,Galway,Letterfrack,Republic of Ireland
Connemara Celtic Crystal,http://www.celticcrystalireland.com,+353(0)91555172,-9.172093,53.344128,Galway,Moycullen,Republic of Ireland
Hehir's Woolen Store,,+353(0)9521282,-10.020031,53.487443,Galway,Clifden,Republic of Ireland
Inishbofin Westquarter Loop Walk,,+353(0)9545989,-10.2092997295851,53.6209898641746,Galway,Inishbofin,Republic of Ireland
Kayakmór - Galway Sea Kayak Tours,http://www.kayakmor.com,+353(0)9336097,-9.108889,53.436044,Galway,Headford,Republic of Ireland
Derroura Mountain Bike Trail,,,-9.32461718024626,53.4278726929595,Galway,Oughterard,Republic of Ireland
Cloon Keen Atelier,http://www.cloonkeenatelier.com,+353(0)91565736,-9.0535877951313,53.271697972497,Galway,Galway City Centre,Republic of Ireland
Galway Equestrian Centre,https://www.facebook.com/GalwayEquestrian.Centre,+353(0)91844104,-8.82845515460701,53.330081250801,Galway,Athenry,Republic of Ireland
The Galway Dive School,http://www.divegalway.com,+353(0)852626957,-9.08239978281403,53.2584248766508,Galway,Salthill,Republic of Ireland
Galway Bay Sailing Club,http://www.gbsc.ie,+353(0)91794527,-8.968855,53.244562,Galway,Oranmore,Republic of Ireland
Coole Park Restaurant,http://www.coolepark.ie,+353(0)91631669,-8.837481,53.092379,Galway,Gort,Republic of Ireland
Red Oak Restaurant,,+353(0)877974079,-8.318872,53.089164,Galway,Portumna,Republic of Ireland
Bees Nees Yacht Charter,,+353(0)871378390,-9.564116,53.293646,Galway,Carraroe,Republic of Ireland
Pure Skill - Fusion of Sport,http://www.pureskill.ie,+353(0)91515510,-9.100402,53.271284,Galway,Galway City,Republic of Ireland
Mount Gable Walk,,+353(0)949548031,-9.36308848622632,53.5439416227255,Galway,Corr na Móna,Republic of Ireland
Michael Vignoles,http://www.michaelvignoles.com,+353(0)868177837,-9.057491,53.266265,Galway,Galway City,Republic of Ireland
Kylemore Abbey Fishery,http://www.kylemorefishery.ie,+353(0)9541178,-9.889351,53.561632,Galway,Kylemore,Republic of Ireland
Galway Bird Watching,,+353(0)879190818,-9.042789,53.29187,Galway,Galway City,Republic of Ireland
Martine's Restaurant and Wine Bar,http://www.winebar.ie,+353(0)91565662,-9.054209,53.270881,Galway,Galway City Centre,Republic of Ireland
Athenry Farmers Market,,+353(0)876272017,-8.746842,53.299181,Galway,Athenry,Republic of Ireland
Claregalway Farmers Market,,+353(0)872702059,-8.944354,53.343016,Galway,Claregalway,Republic of Ireland
Galway Farmers Market,http://www.galwaymarket.com,,-9.054005,53.272495,Galway,Galway City,Republic of Ireland
Headford Farmers Market,,+353(0)9335551,-9.10072,53.469993,Galway,Headford,Republic of Ireland
Kinvara Farmers Market,http://www.kinvara.com/farmersmarket/,+353(0)868211549,-8.939782,53.139055,Galway,Kinvara,Republic of Ireland
Loughrea Farmers Market,https://www.facebook.com/pages/Loughrea-Farmers-Market/207645335919938,+353(0)861799007,-8.570737,53.197844,Galway,Loughrea,Republic of Ireland
Mountbellew Farmers Market,https://www.facebook.com/pages/Mountbellew-Farmers-Market/157492924288494,+353(0)872563167,-8.51461490003086,53.4727717487452,Galway,Mountbellew,Republic of Ireland
Moycullen Farmers Market,https://www.facebook.com/MoycullenCountryMarket,+353(0)872672371,-9.179474,53.336132,Galway,Moycullen,Republic of Ireland
Oranmore Farmers Market,https://www.facebook.com/pages/Oranmore-Farmers-Market/192853260756740,+353(0)876662070,-8.928771,53.264608,Galway,Oranmore,Republic of Ireland
Portumna Country Market,http://www.countrymarkets.ie,+353(0)17994534,-8.218968,53.092955,Galway,Portumna,Republic of Ireland
The Foods of Athenry,http://www.foodsofathenry.ie/,+353(0)91848152,-8.74302679748266,53.297994222071,Galway,Athenry,Republic of Ireland
Bone Carving Studio and Gallery,http://www.bonecarving.ie,+353(0)866658100,-9.048677,53.272986,Galway,Galway City Centre,Republic of Ireland
Inishbofin Middlequarter Loop Walk,,+353(0)9545989,-10.2147928936476,53.6197680487417,Galway,Inishbofin,Republic of Ireland
Inishbofin Cloonamore Loop Walk,,+353(0)9545989,-10.2147928936476,53.6201753244823,Galway,Inishbofin,Republic of Ireland
Cloonmore Pottery,http://www.madeingalway.ie/juliet-ball-cloonmore-pottery,+353(0)91550846,-9.18128771329929,53.3389418405662,Galway,Roscahill,Republic of Ireland
Connolly's Bar,http://www.facebook.com/connollys.bar,+353(0)91637131,-8.936346,53.139083,Galway,Kinvara,Republic of Ireland
Mountbellew Golf Club,http://www.mountbellewgolfclub.com,+353(0)909679259,-8.532596,53.465763,Galway,Mountbellew,Republic of Ireland
Hillwalk Tours,http://hillwalktours.com,+353(0)91763994,-9.00921821594238,53.2767877113634,Galway,Galway,Republic of Ireland
'Teach an Tae' Cafe Aran & Tea Rooms,http://www.cafearan.ie,+353(0)9975092,-9.523268,53.065379,Galway,Aran Islands,Republic of Ireland
On Yer Bike,http://www.onyourbikecycles.com,+353(0)879425479,-9.047762,53.276137,Galway,Galway City Centre,Republic of Ireland
Griffin's Bar,,+353(0)9521370,-10.021501,53.488737,Galway,Clifden,Republic of Ireland
Galway Fishing,http://www.galwayfishing.ie,+353(0)863234638,-9.312256,53.240987,Galway,Spiddal,Republic of Ireland
Sheridan's Bar & Restaurant,http://www.sheridansmilltown.com,+353(0)9351313,-8.900796,53.615006,Galway,Milltown,Republic of Ireland
WaterMark Ski Club,http://www.irishwaterski.com,+353(0)872573661,-8.17336635740093,53.1117637508568,Galway,Portumna,Republic of Ireland
Glenlo Abbey Hotel Golf Course,http://www.glenloabbeyhotel.ie/en/golf-resort-galway/,+353(0)915196998,-9.098089,53.300203,Galway,Galway,Republic of Ireland
Loughrea Equestrian Centre,,+353(0)91847077,-8.541223,53.164373,Galway,Loughrea,Republic of Ireland
Galway Christmas Market,http://www.galwaychristmasmarket.ie,+353(0)91394396,-9.04947254971209,53.2721788149031,Galway,Galway City Centre,Republic of Ireland
Hymany Way,http://www.irishtrails.ie/Trail/Hymany-Way/382/,,-8.21877079160503,53.0927485249746,Galway,Ballinasloe,Republic of Ireland
Loughrea Self Guided Historic Town Walk,http://www.galwayeast.com/wayfinding/index.php,,-8.56612493377679,53.1973835709315,Galway,Loughrea,Republic of Ireland
Lúb Dún Fearbhaí Looped Walk Inis Meain,,,-9.58605336867986,53.0810894846897,Galway,Aran Islands,Republic of Ireland
Lub Ceathru an Locha -  Inis Oírr,,,-9.54116786107647,53.0612514092453,Galway,Inis Oirr,Republic of Ireland
Lúb Dún Chonchúr Looped Walk Inis Meain,,,-9.59884608373272,53.0781666186404,Galway,Aran Islands,Republic of Ireland
Lúb Cill Cheannannach Looped Walk Inis Meain,,,-9.59747279271709,53.0796102921552,Galway,Aran Islands,Republic of Ireland
Lub Ceathru an Phoillin - Inis Oírr,,,-9.53047803122614,53.0592266375793,Galway,Inis Oirr Island,Republic of Ireland
Iron Donkey Bicycle Touring,http://www.irondonkey.com,+44(0)2890813200,-9.50290825457402,53.3642131824928,Galway,Moycullen,Republic of Ireland
Iron Donkey Bicycle Touring Clare & The Burren,http://www.irondonkey.com,+353(0)2890813200,-9.06871998088184,53.1482732317046,Galway,Moycullen,Republic of Ireland
Leenane Sheep and Wool Centre,http://www.sheepandwoolcentre.com,+353(0)9542323,-9.693803,53.596452,Galway,Leenane,Republic of Ireland
The g Hotel,http://www.theghotel.ie,+353(0)91865200,-9.032133,53.28203,Galway,Galway City,Republic of Ireland
Delphi  Resort Spa,http://www.delphiadventureresort.com/delphi-day-spa,+353(0)9542208,-9.746175,53.631849,Galway,Connemara,Republic of Ireland
MBW Bike Shop,http://www.mbikeworks.ie,,-9.17737,53.3359,Galway,Moycullen,Republic of Ireland
Connemara Wild Escapes - Unique Experiences,http://www.connemarawildescapes.ie/,+353(0)863771025,-9.94808398852535,53.5538170330889,Galway,Letterfrack,Republic of Ireland
Connemara Wild Escapes - Walking Getaways,http://www.connemarawildescapes.ie/walking/,+353(0)863771025,-9.94844738037113,53.5535179434142,Galway,Letterfrack,Republic of Ireland
Connemara Wild Escapes - Cycling Getaways,http://www.connemarawildescapes.ie/cycling/,+353(0)863771025,-9.9481898883057,53.5536964065704,Galway,Connemara,Republic of Ireland
Connemara Wild Escapes - Angling Getaways,http://www.connemarawildescapes.ie/angling/,+353(0)9549052,-9.94836354968265,53.5537607899225,Galway,Letterfrack,Republic of Ireland
Galway Bay Golf Resort,http://www.galwaybaygolfresort.com/,+353(0)91790711,-8.976056,53.24942,Galway,Oranmore,Republic of Ireland
An Dún Restaurant,http://www.inismeainaccommodation.com,+353(0)9973047,-9.58424490465404,53.085765478319,Galway,Aran Islands,Republic of Ireland
Hidden Trails at Kylemore Abbey & Victorian Walled Garden,http://www.kylemoreabbey.com,+353(0)9552001,-9.89037897712137,53.5610806360248,Galway,Kylemore,Republic of Ireland
Kylemore Abbey Tree Trail & Giant’s Wishing Stone,http://www.kylemoreabbey.com,+353(0)9552001,-9.889351,53.561632,Galway,Kylemore,Republic of Ireland
Standún,http://www.standun.com,+353(0)91553108,-9.30501937724602,53.242943903799,Galway,Spiddal,Republic of Ireland
Raftery's Bar & Restaurant,https://www.facebook.com/rafterysbar.craughwell,+353(0)91846708,-8.733899,53.229559,Galway,Craughwell,Republic of Ireland
Camillaun Angling Centre,http://www.camillaun.com,+353(0)91552678,-9.319194,53.433395,Galway,Oughterard,Republic of Ireland
Connemara Walking Vacations,http://www.errisbeglodge.com,+353(0)9535807,-9.952309,53.384562,Galway,Roundstone,Republic of Ireland
G Stanley & Son Ltd.,,+353(0)9521039,-10.019536,53.487745,Galway,Clifden,Republic of Ireland
Yacht Charter Galway,http://www.yachtchartergalway.com,+353(0)83366393,-9.05093313712609,53.270545967515,Galway,Galway City,Republic of Ireland
Dining at Kylemore Abbey,http://www.kylemoreabbey.com,+353(0)9552001,-9.89141793652345,53.5611951593342,Galway,Connemara,Republic of Ireland
Walk Connemara,http://www.walkconnemara.com,+353(0)876291659,-10.0016434,53.5438159,Galway,Moyard,Republic of Ireland
The Forge Bar and Restaurant,http://www.theforgepubmoycullen.com,+353(0)91868944,-9.1804162,53.3390963,Galway,Moycullen,Republic of Ireland
The Forge Bar and Restaurant,,+353(0)91868944,-9.1804162,53.3390963,Galway,Moycullen,Republic of Ireland
Dartfield Equestrian and Heritage Centre,http://www.dartfield.com,+353(0)91843968,-8.5660931,53.1989136,Galway,Loughrea,Republic of Ireland
Finnegans Corner,,+353(0)866092953,-9.053604632016,53.2733162308265,Galway,Galway City,Republic of Ireland
Ireland West Tours,http://www.irelandwesttours.com/index.php?p=1,+353(0)91395576,-9.00449726895033,53.2837645377542,Galway,Galway,Republic of Ireland
Front Door & Sonnys Bar and Restaurant,,+353(0)91563757,-9.053705,53.271604,Galway,Galway,Republic of Ireland
Busker Brownes Bar,,+353(0)91563377,-9.05349823081201,53.2712740052167,Galway,Galway,Republic of Ireland
The Cellar Bar,http://www.thecellar.ie/,+353(0)91563966,-9.0516928974838,53.2741942964205,Galway,Galway City,Republic of Ireland
