ID,NAME,URL,TELEPHONE,LONGITUDE,LATITUDE,ADDRESS_REGION,ADDRESS_LOCALITY,ADDRESS_COUNTRY
66,Dunmore East Golf Club,http://www.dunmoreeastgolfclub.ie,+353(0)51383151,-6.98707047088623,52.1580107886287,Waterford,Dunmore East,Republic of Ireland
67,Muskerry Golf Club,http://www.muskerrygolfclub.ie,+353(0)214385297,-8.609023,51.918108,Cork,Carrigrohane,Republic of Ireland
68,Faithlegg House Hotel & Golf Club,http://www.faithlegg.com,+353(0)51380587,-7.025256,52.2581,Waterford,Faithlegg,Republic of Ireland
69,Skibbereen & West Carbery Golf Club,http://www.skibbgolf.com,+353(0)2821227,-9.288321,51.531452,Cork,Skibbereen,Republic of Ireland
70,Tramore Golf Club,http://www.tramoregolfclub.com,+353(0)51386170,-7.171007,52.155895,Waterford,Tramore,Republic of Ireland
71,Waterford Golf Club,http://www.waterfordgolfclub.com,+353(0)51876748,-7.120968,52.268867,Waterford,Waterford,Republic of Ireland
72,West Waterford Golf  Club,http://www.westwaterfordgolf.com,+353(0)5843216,-7.697114,52.08156,Waterford,Dungarvan,Republic of Ireland
73,Beaufort Golf Club,http://www.beaufortgc.com,+353(0)646644440,-9.672628,52.068225,Kerry,Killarney,Republic of Ireland
74,Slieve Russell Hotel Golf and Country Club,http://www.slieverussell.ie/golf.php,+353(0)499526444,-7.55679604760746,54.0966989972114,Cavan,Ballyconnell,Republic of Ireland
75,Dooks Golf Links,http://www.dooks.com,+353(0)669768205,-9.926052,52.082737,Kerry,Glenbeigh,Republic of Ireland
76,Kenmare Golf Club,http://www.kenmaregolfclub.com,+353(0)646641291,-9.579708,51.878777,Kerry,Kenmare,Republic of Ireland
77,Dunfanaghy Golf Club,http://www.dunfanaghygolfclub.com,+353(0)749136335,-7.961201,55.18331,Donegal,Dunfanaghy,Republic of Ireland
78,Narin And Portnoo Golf Club,http://www.narinportnoogolfclub.ie,+353(0)749545107,-8.443001,54.840263,Donegal,Portnoo,Republic of Ireland
79,Killarney Golf And Fishing Club,http://www.killarneygolfclub.ie/,+353(0)646631034,-9.563436,52.060745,Kerry,Killarney,Republic of Ireland
80,North West Golf Club,http://www.northwestgolfclub.com,+353(0)749361715,-7.466711,55.112484,Donegal,Buncrana,Republic of Ireland
81,Portsalon Golf Club,http://www.portsalongolfclub.ie/,+353(0)749159459,-7.622599,55.207597,Donegal,Fanad,Republic of Ireland
82,Rosapenna Golf Resort,http://www.rosapenna.ie,+353(0)749155000,-7.82461,55.185339,Donegal,Downings,Republic of Ireland
83,Rossmore Golf Club,http://www.rossmoregolfclub.ie/,+353(0)4771222,-6.988241,54.217206,Monaghan,Monaghan,Republic of Ireland
84,Ross Golf Course,http://killarneyraces.ie/dining-membership/ross-golf-club/,+353(0)646631125,-9.514396,52.048793,Kerry,Killarney,Republic of Ireland
87,Bundoran Golf Club,http://www.bundorangolfclub.com,+353(0)719841302,-8.275958,54.4861,Donegal,Bundoran,Republic of Ireland
88,Donegal Golf Club,http://www.donegalgolfclub.ie,+353(0)749734054,-8.161285,54.612508,Donegal,Laghey,Republic of Ireland
105,Kilkea Castle Golf Club,http://www.kilkeacastle.ie/golf/,+353(0)599145555,-6.884657,52.943571,Kildare,Castledermot,Republic of Ireland
106,St  Helen's Bay Golf Resort,http://www.sthelensbay.com,+353(0)539133234,-6.325065,52.231954,Wexford,Rosslare Harbour,Republic of Ireland
107,Carne Golf Links,http://www.carnegolflinks.com,+353(0)9782292,-10.034334,54.224033,Mayo,Belmullet (Béal an Mhuirthead),Republic of Ireland
114,Castle Barna Golf Club,http://www.castlebarna.ie,+353(0)579353384,-7.280943,53.298615,Offaly,Tullamore,Republic of Ireland
115,Dungarvan Golf Club,http://www.dungarvangolfclub.com,+353(0)5843310,-7.587202,52.108044,Waterford,Dungarvan,Republic of Ireland
116,Highfield Golf & Country Club,http://www.highfield-golf.ie,+353(0)469731021,-7.016362,53.36327,Kildare,Carbury,Republic of Ireland
117,Mount Temple Golf & Country Club,http://www.mounttemplegolfclub.com,+353(0)906481841,-7.775226,53.429141,Westmeath,Moate,Republic of Ireland
118,New Ross Golf Club,http://www.newrossgolfclub.ie/,+353(0)51421433,-6.973279,52.403456,Wexford,New Ross ,Republic of Ireland
123,Carrick-on-Suir Golf Club,http://www.carrickgolfclub.net,+353(0)51640047,-7.409194,52.33371,Tipperary,Carrick On Suir,Republic of Ireland
124,Roscommon Golf Club,http://www.roscommongolfclub.ie/,+353(0)906626382,-8.181117,53.618694,Roscommon,Roscommon,Republic of Ireland
126,Ballyhaunis Golf Club,http://www.ballyhaunisgolfclub.com,+353(0)949630014,-8.769676,53.795026,Mayo,Ballyhaunis,Republic of Ireland
127,Loughrea Golf Club,http://www.loughreagolfclub.com,+353(0)91841049,-8.560867,53.218213,Galway,Loughrea,Republic of Ireland
129,Portumna Golf Club,http://www.portumnagolfclub.ie,+353(0)909741059,-8.256448,53.091054,Galway,Portumna,Republic of Ireland
130,Lisselan Golf Club,http://www.lisselan.com,+353(0)238833249,-8.853286,51.657199,Cork,Clonakilty,Republic of Ireland
131,Claremorris Golf Club,http://www.claremorrisgolfclub.com,+353(0)949371527,-8.992087,53.700116,Mayo,Claremorris,Republic of Ireland
157,Cabra Castle Golf Course,http://www.cabracastle.com,+353(0)29667030,-6.77713647070311,53.9192165020622,Cavan,Kingscourt,Republic of Ireland
158,Ballinamore Golf Club,http://www.ballinamoregolf.club/,+353(0)719645951,-7.83404930718995,54.0553592860864,Leitrim,Ballinamore,Republic of Ireland
159,Mountain View Golf Club,http://www.mviewgolf.com,,-7.18210505816648,52.4551689026272,Kilkenny,Ballyhale,Republic of Ireland
160,Ballymoney Golf Course,http://www.ballymoneygolfclub.ie/,+353(0)539421976,-6.237209,52.676294,Wexford,Gorey,Republic of Ireland
171,Newbridge Golf Club,http://www.newbridgegolfclub.com,+353(0)45486110,-6.782232,53.20529,Kildare,Newbridge,Republic of Ireland
179,Castlegregory Golf And Fishing Club,http://www.castlegregorygolflinks.com,+353(0)667139444,-10.063345,52.255542,Kerry,Castlegregory,Republic of Ireland
180,Blacklion Golf Club,http://www.blackliongolf.com,+353(0)719853024,-7.8905,54.294546,Cavan,Blacklion,Republic of Ireland
182,Glen Of The Downs Golf Club,http://www.glenofthedowns.com,+353(0)12876240,-6.109716,53.152176,Wicklow,Delgany,Republic of Ireland
187,Buncrana Golf Club,http://www.buncranagolfclub.com,+353(0)749362279,-7.457937,55.126699,Donegal,Buncrana,Republic of Ireland
198,Williamstown Golf Club,,+353(0)51853131,-7.09484,52.236726,Waterford,Williamstown,Republic of Ireland
211,Coollattin Golf Club,http://www.coollattingolfclub.com,+353(0)539429125Admin,-6.501168,52.753296,Wicklow,Shillelagh,Republic of Ireland
212,Athy Golf Club,http://www.athygolfclub.com,+353(0)598631729,-6.962445,53.008327,Kildare,Athy,Republic of Ireland
216,Athenry Golf Club,http://www.athenrygolfclub.net,+353(0)91794466,-8.845527,53.282795,Galway,Athenry,Republic of Ireland
220,Westport Golf Club,http://www.westportgolfclub.ie,+353(0)9828262,-9.564877,53.812512,Mayo,Westport,Republic of Ireland
224,Castlebar Golf Club,http://www.castlebargolfclub.ie,+353(0)949021649,-9.271672,53.833609,Mayo,Castlebar,Republic of Ireland
225,Tuam Golf Club,http://www.tuamgolfclub.com,+353(0)9328993,-8.835863,53.494126,Galway,Tuam,Republic of Ireland
234,Bearna Golf and Country Club,http://www.bearnagolfclub.com,+353(0)91592677,-9.165241,53.278586,Galway,Bearna,Republic of Ireland
242,Esker Hills Golf Club,http://www.eskerhillsgolf.com,+353(0)579355999,-7.564294,53.295187,Offaly,Tullamore,Republic of Ireland
281,Ballymascanlon Golf Course,http://www.ballymascanlon.com,+353(0)429358200,-6.35250772537415,54.0316157749154,Louth,Dundalk,Republic of Ireland
290,Arklow Golf Club,http://www.arklowgolflinks.com,+353(0)40232492,-6.149669,52.789676,Wicklow,Arklow,Republic of Ireland
291,Ballyliffin Golf Club,http://www.ballyliffingolfclub.com,+353(0)749376119,-7.373339,55.292354,Donegal,Inishowen,Republic of Ireland
294,Glengarriff Golf Club,http://www.glengarriffgolfclub.com,+353(0)2763150,-9.522937,51.75042,Cork,Glengarriff,Republic of Ireland
296,Enniscrone Golf Club,http://www.enniscronegolf.com,+353(0)9636297,-9.10447998419192,54.2080976797533,Sligo,Enniscrone,Republic of Ireland
297,Gort Golf Club,http://www.gortgolf.com/,+353(0)91632244,-8.8713981798096,53.062538715892,Galway,Gort,Republic of Ireland
311,Delvin Castle Golf Club,,+353(0)449664315,-7.099272,53.614955,Westmeath,Delvin,Republic of Ireland
345,County Sligo Golf Club,http://www.countysligogolfclub.ie,+353(0)719177186,-8.565862,54.307154,Sligo,Sligo,Republic of Ireland
350,Greencastle Golf Club,http://greencastlegolfclub.com/?page_id=117,+353(0)749381013,-6.956506,55.210408,Donegal,Inishowen,Republic of Ireland
369,Slievenamon Golf Club,http://www.slievenamongolfclub.com,+353(0)526132213,-7.703406,52.425477,Tipperary,Lisronagh,Republic of Ireland
382,Djouce Golf Club,http://www.djoucegolfclub.com,+353(0)12818585,-6.194722,53.104715,Wicklow,Roundwood,Republic of Ireland
386,Mountrath Golf Club,http://www.mountrathgolfclub.ie,+353(0)578732558,-7.47961,52.979352,Laois,Mountrath,Republic of Ireland
388,Ballybofey and Stranorlar Golf Club,http://www.ballybofeyandstranorlargolfclub.ie,+353(0)749131093,-7.75914,54.808621,Donegal,Stranorlar,Republic of Ireland
416,Waterville Golf Links,http://www.watervillegolflinks.ie,+353(0)669474102,-10.173826,51.834169,Kerry,Waterville,Republic of Ireland
419,Newtown Golf Driving Range,http://www.bolstergroup.com/newtown-golf-practice-range/about-newtown-practice-range/about-newtown-golf-practice-range.html,+353(0)51381322,-7.17281,52.148457,Waterford,Tramore,Republic of Ireland
426,Callan Golf Club,http://www.callangolfclub.com,+353(0)567725136,-7.372338,52.530772,Kilkenny,Callan,Republic of Ireland
448,Monkstown Golf Club,http://www.monkstowngolfclub.com,+353(0)214841376,-8.346797,51.850825,Cork,Monkstown,Republic of Ireland
449,Mallow Golf Club,http://www.mallowgolfclub.net,+353(0)2221145,-8.62684,52.128009,Cork,Mallow,Republic of Ireland
450,Youghal Golf Club,http://www.youghalgolfclub.com/,+353(0)2492787,-7.84517,51.943492,Cork,Youghal,Republic of Ireland
456,Fermoy Golf Club,http://www.fermoygolfclub.ie,+353(0)2531472,-8.298737,52.113122,Cork,Fermoy,Republic of Ireland
459,Letterkenny Golf Club,http://www.letterkennygolfclub.com/,+353(0)749121150,-7.684505,54.964033,Donegal,Letterkenny,Republic of Ireland
460,Douglas Golf Club,http://www.douglasgolfclub.ie,+353(0)214895297,-8.420895,51.871295,Cork,Douglas,Republic of Ireland
463,Roscrea Golf Club,http://www.roscreagolfclub.ie,+353(0)50521130,-7.755079,52.958533,Tipperary,Roscrea,Republic of Ireland
465,Templemore Golf Course,http://templemoregolfclub.ie,+353(0)50431400,-7.842134,52.789483,Tipperary,Templemore,Republic of Ireland
468,Rathbane Golf Club,http://www.rathbanegolfclub.com,+353(0)61313655,-8.60304,52.641692,Limerick,Limerick City,Republic of Ireland
469,Shannon Golf Club,http://www.shannongolfclub.ie,+353(0)61471849,-8.93722,52.689261,Clare,Shannon,Republic of Ireland
473,Ballyneety Golf Club,http://www.ballyneetygolfclub.com,+353(0)61351881,-8.551665,52.590254,Limerick,Ballyneety,Republic of Ireland
474,Macroom Golf Club,http://www.macroomgolfclub.com,+353(0)2641072,-8.969427,51.900863,Cork,Macroom,Republic of Ireland
489,Nenagh Golf Club,http://www.nenaghgolfclub.com,+353(0)6731476,-8.129712,52.903221,Tipperary,Nenagh,Republic of Ireland
490,Kilkee Golf Club,http://www.gui.ie,+353(0)659056048,-9.65095,52.68686,Clare,Kilkee,Republic of Ireland
491,Ring of Kerry Golf & Country Club,http://www.ringofkerrygolf.com,+353(0)646642000,-9.672371,51.874798,Kerry,Kenmare,Republic of Ireland
501,Old Head Golf Links,http://www.oldhead.com,+353(0)214778444,-8.535474,51.608544,Cork,Kinsale,Republic of Ireland
508,Newcastle West Golf Club,http://www.newcastlewestgolf.com,+353(0)6976500,-9.044979,52.519843,Limerick,Newcastle West,Republic of Ireland
509,Kilrush Golf Club,http://www.kilrushgolfclub.com,+353(0)659051138,-9.466809,52.647763,Clare,Kilrush,Republic of Ireland
510,The Montgomerie Course at Carton House,http://www.cartonhousegolf.com/golf/montgomerie/,+353(0)15052000,-6.567725,53.389976,Kildare,Maynooth,Republic of Ireland
515,Ennis Golf Club,http://www.ennisgolfclub.com,+353(0)656824074,-8.99825,52.840825,Clare,Ennis,Republic of Ireland
550,Ballybunion Golf Club,http://www.ballybuniongolfclub.ie,+353(0)6827146,-9.676336,52.495087,Kerry,Ballybunion,Republic of Ireland
551,Bandon Golf Club,http://www.bandongolfclub.com,+353(0)238841111,-8.775356,51.739131,Cork,Bandon,Republic of Ireland
552,Berehaven Golf and Amenity Park,http://www.berehavengolf.com,+353(0)2770700,-9.860045,51.654244,Cork,Castletownbere,Republic of Ireland
553,Water Rock Golf Course,http://www.waterrockgolfcourse.com,+353(0)214613499,-8.195905,51.929331,Cork,Midleton,Republic of Ireland
554,Dunloe Golf Course,,+353(0)646644578,-9.622263,52.053406,Kerry,Beaufort,Republic of Ireland
555,Castlerosse Golf Course,http://www.castlerosse.ie/Castlerosse-Golf-Course.html,+353(0)646631144,-9.539973,52.065969,Kerry,Killarney,Republic of Ireland
559,Doonbeg Golf Club,http://www.doonbeggolfclub.com,+353(0)659055602,-9.504012,52.746751,Clare,Doonbeg,Republic of Ireland
572,East Clare Golf Club,http://www.eastclaregolfclub.ie/,+353(0)61921322,-8.597588,52.899884,Clare,Bodyke,Republic of Ireland
575,Seafield Golf & Country Club,http://www.seafieldgolf.com,+353(0)539424777,-6.214095,52.675196,Wexford,Gorey,Republic of Ireland
579,County Cavan Golf Club,http://www.cavangolf.ie,+353(0)494331541,-7.386819,54.000537,Cavan,Drumelis,Republic of Ireland
594,Carrick-On-Shannon Golf Club,http://www.carrickgolfclub.ie,+353(0)719667015,-8.174921,53.959399,Leitrim,Carrick-On-Shannon,Republic of Ireland
600,Adare Golf Club,http://www.adaremanor.com,+353(0)61605200,-8.7808,52.562299,Limerick,Adare,Republic of Ireland
603,Seapoint Golf Club,http://www.seapointgolfclub.com,+353(0)419822333,-6.251011,53.754525,Louth,Drogheda,Republic of Ireland
606,Limerick Golf Club,http://www.limerickgolfclub.ie/,+353(0)61415146,-8.62978061376952,52.6164254998552,Limerick,Limerick,Republic of Ireland
610,Ballinasloe Golf Club,http://www.ballinasloegolfclub.ie,+353(0)909642126,-8.241215,53.30346,Galway,Ballinasloe,Republic of Ireland
612,Castletroy Golf Club,http://www.castletroygolfclub.ie,+353(0)61335753,-8.567843,52.660186,Limerick,Limerick City,Republic of Ireland
632,Lee Valley Golf & Country Club,http://www.leevalleygcc.ie,+353(0)217331721,-8.700742,51.890291,Cork,Ovens,Republic of Ireland
664,Castleisland Golf Club,http://castleislandgc.com/,+353(0)667141709,-9.4694,52.262644,Kerry,Castleisland,Republic of Ireland
665,Tralee Golf Club,http://www.traleegolfclub.com,+353(0)667136379,-9.8579,52.301299,Kerry,Tralee,Republic of Ireland
671,Ballyheigue Castle Golf Course,http://www.ballyheiguecastlegolfclub.com,+353(0)667133555,-9.83988910317998,52.3931008712821,Kerry,Ballyheigue,Republic of Ireland
677,Killorglin Golf Club,http://www.killorglingolf.ie,+353(0)669761979,-9.752502,52.120356,Kerry,Killorglin,Republic of Ireland
679,Cahir Park Golf Club,http://www.cahirparkgolfclub.com,+353(0)527441474,-7.932804,52.362276,Tipperary,Cahir,Republic of Ireland
685,Irish Golf Tours Ltd.,http://www.irishgolftours.com,+353(0)51381728,-7.156092,52.165746,Waterford,Tramore,Republic of Ireland
698,Birr Golf Club,http://birrgolfclub.ie/,+353(0)579120082,-7.909589,53.127194,Offaly,Birr,Republic of Ireland
702,Craddockstown Golf Club,http://www.craddockstown.com,+353(0)45897610,-6.638975,53.206015,Kildare,Naas,Republic of Ireland
704,Carton House Golf Club The O'Meara Course,http://www.cartonhousegolf.com/golf/omeara/,+353(0)15052000,-6.559834,53.394462,Kildare,Maynooth,Republic of Ireland
705,Killeen Golf Course,http://www.killeengolf.com,+353(0)45866003,-6.617952,53.264831,Kildare,Kill,Republic of Ireland
709,Naas Golf Club,http://www.naasgolfclub.com,+353(0)45874644,-6.644573,53.248918,Kildare,Naas,Republic of Ireland
710,Carlow Golf Club,http://www.carlowgolfclub.ie/,+353(0)599131695,-6.894121,52.852398,Carlow,Carlow Town,Republic of Ireland
711,Killerig Castle Golf & Country Club,http://www.killerig-golf.ie/,+353(0)599163000,-6.791537,52.836766,Carlow,Killerrig,Republic of Ireland
713,The Heritage Killenard Golf Parkland,http://www.theheritage.com/golf.html,+353(0)578645500,-7.151624,53.13317,Laois,Killenard,Republic of Ireland
730,Belturbet Golf Club,http://www.belturbetgolfclub.com/,+353(0)499522287,-7.429733,54.100792,Cavan,Belturbet,Republic of Ireland
741,Palmerstown Stud Golf Club,http://www.palmerstownhouse.ie/golf-course.html,+353(0)45871404,-6.627429,53.246879,Kildare,Johnstown,Republic of Ireland
742,County Louth Golf Club,http://www.countylouthgolfclub.com,+353(0)419881530,-6.263675,53.73813,Louth,Drogheda,Republic of Ireland
743,Dundalk Golf Club,http://www.dundalkgolfclub.ie,+353(0)429321731,-6.373025,53.973304,Louth,Dundalk,Republic of Ireland
744,Headfort Golf Club - New Course,http://www.headfortgolfclub.ie,+353(0)469240146,-6.860283,53.725176,Meath,Kells,Republic of Ireland
745,Headfort Golf Club - Old Course,http://www.headfortgolfclub.ie,+353(0)469240146,-6.860283,53.725176,Meath,Kells,Republic of Ireland
746,Kilcock Golf Club,http://www.kilcockgolfclub.ie/,+353(0)16287592,-6.706873,53.433005,Meath,Kilcock,Republic of Ireland
748,Royal Tara Golf Club,http://www.royaltaragolfclub.com,+353(0)469025508,-6.637015,53.592465,Meath,Navan,Republic of Ireland
749,Blessington Lakes Golf Club,http://www.blessingtonlakesgolfclub.com,+353(0)45867146,-6.54104264600703,53.124242848098,Wicklow,Blessington,Republic of Ireland
750,Delgany Golf Club,http://www.delganygolfclub.com,+353(0)12874536,-6.101086,53.132644,Wicklow,Delgany,Republic of Ireland
752,Glenmalure Golf Club,http://www.glenmaluregolf.com,+353(0)40446679,-6.295431,52.932178,Wicklow,Rathdrum,Republic of Ireland
753,Greystones Golf Club,http://www.greystonesgc.com,+353(0)12874136,-6.073883,53.138975,Wicklow,Greystones,Republic of Ireland
754,Kilcoole Golf Club,http://www.kilcoolegolfclub.com,+353(0)12872066,-6.065103,53.09698,Wicklow,Kilcoole,Republic of Ireland
755,Millbrook Golf Course,http://www.rivervalleypark.com,+353(0)40441647,-6.144781,52.888931,Wicklow,Redcross,Republic of Ireland
776,Corballis Golf Club,http://corballislinks.com/,+353(0)18436583,-6.125269,53.472541,Dublin,Donabate,Republic of Ireland
778,Dublin City Golf Club,http://www.dublincitygolf.com,+353(0)14516430,-6.376196,53.25038,Dublin,Tallaght,Republic of Ireland
781,Edmondstown Golf Club,http://www.edmondstowngolfclub.ie,+353(0)14931082,-6.291356,53.273971,Dublin,Rathfarnham,Republic of Ireland
782,Elmgreen Golf Centre,http://elmgreengolfclub.ie/,+353(0)18200797,-6.349643,53.387157,Dublin,Castleknock,Republic of Ireland
800,Luttrellstown Castle Golf & Country Club,http://www.luttrellstown.ie,+353(0)18609600,-6.415572,53.374701,Dublin,Castleknock,Republic of Ireland
801,Malahide Golf Club,http://www.malahidegolfclub.ie,+353(0)18461611,-6.143488,53.431382,Dublin,Malahide,Republic of Ireland
811,The Royal Dublin Golf Club,http://www.theroyaldublingolfclub.com,+353(0)18336346,-6.170537,53.356746,Dublin,Dublin,Republic of Ireland
815,St Margaret's Golf and Country Club,http://www.stmargaretsgolf.com,+353(0)18640400,-6.303339,53.451815,Dublin,St. Margarets,Republic of Ireland
816,Stepaside Golf Centre,http://www.stepasidegolfcentre.ie,+353(0)12953326,-6.206455,53.244514,Dublin,Kilternan,Republic of Ireland
830,Silloge Park Public Golf Course,http://www.sillogeparkgolfcourse.com,+353(0)18429956,-6.266123,53.413051,Dublin,Swords,Republic of Ireland
831,Balcarrick Golf Club,http://www.balcarrickgolfclub.com,+353(0)18436957,-6.12911,53.471614,Dublin,Donabate,Republic of Ireland
833,Deer Park Golf Course,http://www.deerparkgolf.ie,+353(0)18323487,-6.078157,53.380528,Dublin,Howth,Republic of Ireland
834,Druids Glen Golf Resort,http://www.druidsglenresort.com,+353(0)12812550,-6.078576,53.096096,Wicklow,Newtownmountkennedy,Republic of Ireland
843,The Island Golf Club,http://www.theislandgolfclub.com,+353(0)18436205,-6.136137,53.463437,Dublin,Donabate,Republic of Ireland
860,Hollywood Lakes Golf Club,http://www.hollywoodlakesgolfclub.com,+353(0)18433407,-6.267958,53.552066,Dublin,Ballyboghill,Republic of Ireland
877,St Annes Golf Club,http://www.stanneslinksgolf.com,+353(0)18336471,-6.137523,53.374972,Dublin,Dollymount,Republic of Ireland
883,Roundwood Golf Club,http://www.roundwoodgolf.com,+353(0)12818488,-6.162823,53.084115,Wicklow,Newtownmountkennedy,Republic of Ireland
884,Abbeyleix Golf Club,http://www.abbeyleixgolfclub.ie,+353(0)578731450,-7.337058,52.921784,Laois,Abbeyleix,Republic of Ireland
885,Rathdowney Golf Club,http://www.rathdowneygolfclub.com,+353(0)50546170,-7.577865,52.850037,Laois,Rathdowney,Republic of Ireland
886,Edenderry Golf Club,http://edenderrygc.com/,+353(0)469731072,-7.023696,53.353531,Offaly,Edenderry,Republic of Ireland
887,Portarlington Golf Club,http://www.portarlingtongolfclub.ie,+353(0)578623115,-7.237909,53.146656,Laois,Portarlington,Republic of Ireland
888,Tullamore Golf Club,http://www.tullamoregolfclub.ie,+353(0)579321439,-7.520626,53.241524,Offaly,Tullamore,Republic of Ireland
889,Ballinlough Castle Golf Club,http://www.ballinloughcastle.ie,+353(0)469433760,-7.025624,53.636621,Westmeath,Clonmellon,Republic of Ireland
890,Moate Golf Club,http://www.moategolfclub.ie,+353(0)906481271,-7.726236,53.399452,Westmeath,Moate,Republic of Ireland
891,Mullingar Golf Club,http://www.mullingargolfclub.com,+353(0)449348366,-7.357337,53.481557,Westmeath,Mullingar,Republic of Ireland
897,Cobh Golf Club,http://www.cobhgolfclub.ie,+353(0)214812399,-8.316107,51.876256,Cork,Cobh,Republic of Ireland
898,East Cork Golf Club,http://www.eastcorkgolfclub.ie/Home.aspx,+353(0)214631687,-8.177474,51.939629,Cork,Midleton ,Republic of Ireland
899,Kinsale Golf Club,http://www.kinsalegolf.ie,+353(0)214774722,-8.541284,51.734968,Cork,Kinsale,Republic of Ireland
900,Mahon Golf Club,http://www.mahongolfcourse.ie/,+353(0)214292212,-8.425917,51.883935,Cork,Blackrock,Republic of Ireland
901,Farrangalway Golf Course,http://www.kinsalegolf.ie/,+353(0)214774722,-8.541291,51.734963,Cork,Kinsale,Republic of Ireland
902,Dunmore Golf Club,http://www.gogolfing.ie/golf-course.php?id_club=74,+353(0)238834644,-8.867638,51.590249,Cork,Clonakilty,Republic of Ireland
903,Kanturk Golf Club,http://www.kanturkgolf.com,+353(0)2950534,-8.92693,52.159434,Cork,Kanturk ,Republic of Ireland
904,Parknasilla Golf Club,http://www.parknasillahotel.ie,+353(0)646645195,-9.866688,51.815357,Kerry,Sneem ,Republic of Ireland
905,Golf Chumann Ceann Sibeal,http://www.dinglelinks.com,+353(0)669156255,-10.449858,52.158716,Kerry,Dingle,Republic of Ireland
906,Mount Wolseley Golf And Country Club,http://www.mountwolseley.ie,+353(0)599180100,-6.731364,52.791025,Carlow,Tullow,Republic of Ireland
907,Borris Golf Club,http://www.borrisgolfclub.ie,+353(0)599773143,-6.921296,52.592516,Carlow,Borris,Republic of Ireland
908,Carrigleade Golf Course,http://carrigleadegolf.wordpress.com/,+353(0)599724370,-6.925958,52.519743,Carlow,St Mullins,Republic of Ireland
912,Balbriggan Golf Club,http://www.balbriggangolfclub.com,+353(0)18412229,-6.182613,53.595817,Dublin,Balbriggan,Republic of Ireland
913,Dun Laoghaire Golf Club,http://www.dunlaoghairegolfclub.ie,+353(0)12721866,-6.161021,53.210922,Wicklow,Enniskerry,Republic of Ireland
914,Howth Golf Club,http://www.howthgolfclub.ie,+353(0)18323055,-6.087545,53.375651,Dublin,Howth,Republic of Ireland
915,Virginia Golf Club,http://www.virginiagolfclub.ie/,+353(0)498548066,-7.093476,53.835051,Cavan,Virginia,Republic of Ireland
