Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry
Willow and Wild,http://www.bonziedesigns.com,+353(0)861230696,-7.11094,52.258773,Waterford,Waterford City,Republic of Ireland
Dalvey,http://www.dalvey.com,+353(0)16799977,-6.259924,53.341803,Dublin,Dublin City,Republic of Ireland
Tí Joe Watty's,http://www.joewattys.com,+353(0)860494509,-9.674758,53.12105,Galway,Inishmore - Árainn,Republic of Ireland
Lucy's Wood Garden,http://www.visitwexford.ie/locations/lucys-wood-garden,+353(0)539377256,-6.667606,52.653465,Wexford,Bunclody,Republic of Ireland
Colclough Walled  Garden,http://www.colcloughwalledgarden.com,+353(0)833064159,-6.83345453194169,52.243823241559,Wexford,Saltmills,Republic of Ireland
"Jaipur, Malahide",http://jaipur.ie/locations/malahide/,+353(0)18455455,-6.15179475826641,53.4514512524201,Dublin,Malahide,Republic of Ireland
Jaipur,http://www.jaipur.ie,+353(0)12850552,-6.104259,53.277496,Dublin,Dalkey,Republic of Ireland
Jewel in The Crown,http://www.jewelinthecrown.ie,+353(0)16670959,-6.232093,53.330505,Dublin,Ballsbridge,Republic of Ireland
Coolaught Gardens,,+353(0)539244137,-6.718682,52.468534,Wexford,Clonroche,Republic of Ireland
Tombrick Garden,,+353(0)539388863,-6.56905871256203,52.5809255017375,Wexford,Enniscorthy,Republic of Ireland
La Peniche,http://www.lapeniche.ie,+353(0)877900077,-6.2494236554337,53.332882248925,Dublin,Dublin City,Republic of Ireland
Kettles Country House Hotel,http://www.kettleshotel.ie,+353(0)18138511,-6.288287,53.482437,Dublin,Swords,Republic of Ireland
Celtic Roots Studio,http://www.celticroots.ie,+353(0)906430404,-7.84785,53.349898,Westmeath,Ballinahowen,Republic of Ireland
Fore Abbey Coffee Shop,,+353(0)449661780,-7.227529,53.680996,Westmeath,Fore,Republic of Ireland
Murphy's of Killarney,http://www.murphysofkillarney.com,+353(0)646631294,-9.506209,52.059461,Kerry,Killarney,Republic of Ireland
Castle Leslie Restaurant,http://www.castleleslie.com,+353(0)4788100,-6.895825,54.316282,Monaghan,Glaslough,Republic of Ireland
Marconi Restaurant,http://www.foyleshotel.com,+353(0)9521801,-10.022791,53.48865,Galway,Clifden,Republic of Ireland
Fitzgeralds,http://www.fitzgeraldsbar.ie/,+353(0)16779289,-6.259676,53.346644,Dublin,Dublin City,Republic of Ireland
Jennings Pub,,+353(0)16615868,-6.248352,53.341479,Dublin,Dublin City,Republic of Ireland
Dicey Reillys Bar,,+353(0)14784066,-6.26367,53.335825,Dublin,Dublin City,Republic of Ireland
Kilkenny Design Centre,http://www.kilkennydesign.com,,-7.249485,52.649839,Kilkenny,Kilkenny City,Republic of Ireland
Druids Heath,http://www.druidsglenresort.com/golf-courses-wicklow.html,+353(0)12812278,-6.080229,53.091752,Wicklow,Newtownmountkennedy,Republic of Ireland
Bundoran Surf Co.,http://www.bundoransurfco.com,+353(0)719841968,-8.279148,54.478242,Donegal,Bundoran,Republic of Ireland
Cope House Ships Inn,,+353(0)749731834,-8.444034,54.636614,Donegal,Killybegs,Republic of Ireland
Bistro Bianconi,http://www.bistrobianconi.ie,+353(0)719141744,-8.47502,54.270996,Sligo,Sligo Town,Republic of Ireland
Quinns Bar and Bistro,http://www.royalhotel.ie,+353(0)12862935,-6.10897,53.204913,Wicklow,Bray,Republic of Ireland
Strandhill Golf Club,http://www.strandhillgolfclub.com,+353(0)719168188,-8.604375,54.265578,Sligo,Strandhill,Republic of Ireland
Tubbercurry Golf Club,http://www.tubbercurrygolfclub.com,+353(0)719185849,-8.714401,54.052979,Sligo,Tubbercurry,Republic of Ireland
Knockanally Golf and Country Club,http://www.knockanally.com,+353(0)45869322,-6.784568,53.385285,Kildare,Donadea,Republic of Ireland
Kilkenny Golf Club,http://www.kilkennygolfclub.com,+353(0)567765400,-7.249659,52.671434,Kilkenny,Kilkenny City,Republic of Ireland
The Heath Golf Club Portlaoise,http://www.theheathgc.ie,+353(0)578646533,-7.213381,53.060311,Laois,Portlaoise,Republic of Ireland
County Longford Golf Club,http://www.countylongfordgolfclub.com,+353(0)433346310,-7.781031,53.721072,Longford,Longford,Republic of Ireland
Ardee Golf Club,http://www.ardeegolfclub.com,+353(0)416853227,-6.547894,53.861957,Louth,Ardee,Republic of Ireland
Greenore Golf Club,http://www.greenoregolfclub.com,+353(0)429373212,-6.136248,54.031342,Louth,Greenore,Republic of Ireland
Courtown Golf Club,http://www.courtowngolfclub.com,+353(0)539425166,-6.231333,52.659506,Wexford,Courtown,Republic of Ireland
Enniscorthy Golf Club,http://www.enniscorthygc.ie,+353(0)539233191,-6.594386,52.489221,Wexford,Enniscorthy,Republic of Ireland
Rosslare Golf Club,http://www.rosslaregolf.com,+353(0)539132203,-6.393435,52.28415,Wexford,Rosslare,Republic of Ireland
Blainroe Golf Club,http://www.blainroe.com,+353(0)40468168,-6.017685,52.945031,Wicklow,Blainroe,Republic of Ireland
Wexford Golf Club,http://www.wexfordgolfclub.ie,+353(0)539142238,-6.46569871031192,52.3265610514227,Wexford,Wexford,Republic of Ireland
Charleville Golf Club,http://www.charlevillegolf.com,+353(0)6381257,-8.723963,52.347375,Cork,Charleville,Republic of Ireland
Cork Golf Club,http://www.corkgolfclub.ie,+353(0)214353451,-8.354392,51.901428,Cork,Little Island,Republic of Ireland
Rathsallagh Golf Club,http://www.rathsallagh.com,+353(0)45403316,-6.738988,53.026141,Wicklow,Dunlavin,Republic of Ireland
Wicklow Golf Club,http://www.wicklowgolfclub.ie,+353(0)40467379,-6.026081,52.975045,Wicklow,Wicklow Town,Republic of Ireland
Fota Island Resort,http://www.fotaisland.ie/Welcome-to-Fota-Island-Golf-Club,+353(0)214883700,-8.291177,51.898761,Cork,Fota Island,Republic of Ireland
Woodenbridge Golf Club,http://www.woodenbridge.com,+353(0)40235202,-6.230618,52.83331,Wicklow,Arklow,Republic of Ireland
Clonmel Golf Club,http://www.clonmelgolfclub.com,+353(0)526124050,-7.651233,52.333158,Tipperary,Clonmel,Republic of Ireland
Dunmore East Golf Club,http://www.dunmoreeastgolfclub.ie,+353(0)51383151,-6.98707047088623,52.1580107886287,Waterford,Dunmore East,Republic of Ireland
Muskerry Golf Club,http://www.muskerrygolfclub.ie,+353(0)214385297,-8.609023,51.918108,Cork,Carrigrohane,Republic of Ireland
Faithlegg House Hotel & Golf Club,http://www.faithlegg.com,+353(0)51380587,-7.025256,52.2581,Waterford,Faithlegg,Republic of Ireland
Skibbereen & West Carbery Golf Club,http://www.skibbgolf.com,+353(0)2821227,-9.288321,51.531452,Cork,Skibbereen,Republic of Ireland
Tramore Golf Club,http://www.tramoregolfclub.com,+353(0)51386170,-7.171007,52.155895,Waterford,Tramore,Republic of Ireland
Waterford Golf Club,http://www.waterfordgolfclub.com,+353(0)51876748,-7.120968,52.268867,Waterford,Waterford,Republic of Ireland
West Waterford Golf  Club,http://www.westwaterfordgolf.com,+353(0)5843216,-7.697114,52.08156,Waterford,Dungarvan,Republic of Ireland
Beaufort Golf Club,http://www.beaufortgc.com,+353(0)646644440,-9.672628,52.068225,Kerry,Killarney,Republic of Ireland
Slieve Russell Hotel Golf and Country Club,http://www.slieverussell.ie/golf.php,+353(0)499526444,-7.55679604760746,54.0966989972114,Cavan,Ballyconnell,Republic of Ireland
Dooks Golf Links,http://www.dooks.com,+353(0)669768205,-9.926052,52.082737,Kerry,Glenbeigh,Republic of Ireland
Kenmare Golf Club,http://www.kenmaregolfclub.com,+353(0)646641291,-9.579708,51.878777,Kerry,Kenmare,Republic of Ireland
Dunfanaghy Golf Club,http://www.dunfanaghygolfclub.com,+353(0)749136335,-7.961201,55.18331,Donegal,Dunfanaghy,Republic of Ireland
Narin And Portnoo Golf Club,http://www.narinportnoogolfclub.ie,+353(0)749545107,-8.443001,54.840263,Donegal,Portnoo,Republic of Ireland
Killarney Golf And Fishing Club,http://www.killarneygolfclub.ie/,+353(0)646631034,-9.563436,52.060745,Kerry,Killarney,Republic of Ireland
North West Golf Club,http://www.northwestgolfclub.com,+353(0)749361715,-7.466711,55.112484,Donegal,Buncrana,Republic of Ireland
Portsalon Golf Club,http://www.portsalongolfclub.ie/,+353(0)749159459,-7.622599,55.207597,Donegal,Fanad,Republic of Ireland
Rosapenna Golf Resort,http://www.rosapenna.ie,+353(0)749155000,-7.82461,55.185339,Donegal,Downings,Republic of Ireland
Rossmore Golf Club,http://www.rossmoregolfclub.ie/,+353(0)4771222,-6.988241,54.217206,Monaghan,Monaghan,Republic of Ireland
Ross Golf Course,http://killarneyraces.ie/dining-membership/ross-golf-club/,+353(0)646631125,-9.514396,52.048793,Kerry,Killarney,Republic of Ireland
The Lord Bagenal Restaurant,http://www.lordbagenal.com/restaurant-carlow.html,+353(0)599774000,-6.97627156679539,52.7367646658214,Carlow,Leighlinbridge,Republic of Ireland
O’Dowd’s Seafood Bar and Restaurant,http://www.odowdsseafoodbar.com/,+353(0)9535809,-9.9193160171967,53.3971617139903,Galway,Roundstone,Republic of Ireland
Bundoran Golf Club,http://www.bundorangolfclub.com,+353(0)719841302,-8.275958,54.4861,Donegal,Bundoran,Republic of Ireland
Donegal Golf Club,http://www.donegalgolfclub.ie,+353(0)749734054,-8.161285,54.612508,Donegal,Laghey,Republic of Ireland
Fota Wildlife Park,http://www.fotawildlife.ie,+353(0)214812678,-8.307505,51.890083,Cork,Carrigtwohill,Republic of Ireland
Kerry Woollen Mills,http://www.kerrywoollenmills.ie/,+353(0)646644122,-9.686716,52.102086,Kerry,Killarney,Republic of Ireland
An Ceardlann - Spiddal Craft and Design Studios,http://www.ceardlann.com,+353(0)91553376,-9.300513,53.245493,Galway,Spiddal,Republic of Ireland
Donegal Craft Village,http://www.donegalcraftvillage.com,+353(0)749722225,-8.11518069444275,54.6408953601668,Donegal,Donegal Town,Republic of Ireland
Galway Irish Crystal,http://www.galwaycrystal.ie,+353(0)91757311,-8.9967748723526,53.2737496062343,Galway,Galway City,Republic of Ireland
Galway Family History Society (West) Ltd.,http://www.rootsireland.ie,+353(0)91860464,-9.07109418650816,53.2759568992711,Galway,Galway City,Republic of Ireland
South Mayo Family Research Centre,http://www.mayo.irishroots.net/,+353(0)949541214,-9.222428,53.623485,Mayo,Ballinrobe,Republic of Ireland
County Sligo Heritage and Genealogy Society,http://www.sligoroots.com,+353(0)719143728,-8.477043,54.268771,Sligo,Sligo,Republic of Ireland
Inishowen Boating,http://www.facebook.com/inishowenboating,+353(0)862522685,-7.262806,55.303162,Donegal,"Culdaff, Inishowen",Republic of Ireland
Ashford Equestrian Centre,http://www.ashfordequestrian.com,+353(0)949546507,-9.260245,53.553519,Mayo,Cong,Republic of Ireland
Blue Water Fishing,http://www.seafishingireland.net,+353(0)9521073,-10.042122,53.511565,Galway,Clifden,Republic of Ireland
Glencoagh Lough,,+353(0)749735032,-8.20210169559716,54.6409769050299,Donegal,Mountcharles,Republic of Ireland
The Táin Way,http://carlingfordandcooleypeninsula.ie/,+353(0)429373033,-6.39708,54.004607,Louth,Carlingford,Republic of Ireland
"Walking - The Western Way, Galway",http://www.thewesternway.ie,+353(0)9541116,-9.048728,53.276473,Galway,Oughterard,Republic of Ireland
The Cavan Way,http://www.irishtrails.ie/Trail/Cavan-Way/8/,+353(0)494378543,-8.01507229944411,54.1899060717684,Cavan,Blacklion,Republic of Ireland
The Offaly Way,,+353(0)61317522,-7.67019277587894,53.1384854207371,Offaly,Cadamstown,Republic of Ireland
Kilkea Castle Golf Club,http://www.kilkeacastle.ie/golf/,+353(0)599145555,-6.884657,52.943571,Kildare,Castledermot,Republic of Ireland
St  Helen's Bay Golf Resort,http://www.sthelensbay.com,+353(0)539133234,-6.325065,52.231954,Wexford,Rosslare Harbour,Republic of Ireland
Carne Golf Links,http://www.carnegolflinks.com,+353(0)9782292,-10.034334,54.224033,Mayo,Belmullet (Béal an Mhuirthead),Republic of Ireland
Castle Murray Hotel and Restaurant,http://www.castlemurray.com,+353(0)749737022,-8.375056,54.620455,Donegal,Dunkineely,Republic of Ireland
Eagle Rock Equestrian Centre,http://www.eaglerockcentre.com,+353(0)669475145,-10.1022929653181,51.7637398024429,Kerry,Killarney,Republic of Ireland
Errislannan Riding Centre & Connemara Pony Stud,http://www.errislannan-manor-riding.com,+353(0)9521134,-10.0695317782331,53.4810454376151,Galway,Clifden,Republic of Ireland
Killarney Riding Stables,http://www.kerrytrailride.com,+353(0)646631686,-9.53201153142163,52.0688531929327,Kerry,Killarney,Republic of Ireland
Slieve Aughty Riding Centre,http://www.slieveaughtycentre.com/horse-riding-activities-ireland/,+353(0)909745246,-8.47261735189579,53.1340443904518,Galway,Loughrea,Republic of Ireland
The Point Pony Trekking and Horse Riding,http://www.thepointponytrekkingcentre.com,+353(0)9523685,-10.0749437362162,53.4342688687443,Galway,Ballyconneely,Republic of Ireland
Castle Barna Golf Club,http://www.castlebarna.ie,+353(0)579353384,-7.280943,53.298615,Offaly,Tullamore,Republic of Ireland
Dungarvan Golf Club,http://www.dungarvangolfclub.com,+353(0)5843310,-7.587202,52.108044,Waterford,Dungarvan,Republic of Ireland
Highfield Golf & Country Club,http://www.highfield-golf.ie,+353(0)469731021,-7.016362,53.36327,Kildare,Carbury,Republic of Ireland
Mount Temple Golf & Country Club,http://www.mounttemplegolfclub.com,+353(0)906481841,-7.775226,53.429141,Westmeath,Moate,Republic of Ireland
New Ross Golf Club,http://www.newrossgolfclub.ie/,+353(0)51421433,-6.973279,52.403456,Wexford,New Ross ,Republic of Ireland
Croagh Patrick Walking Holidays,http://www.walkingguideireland.com,+353(0)9826090,-9.57386084656639,53.7814938725421,Mayo,Westport,Republic of Ireland
Hidden Ireland Tours,http://www.hiddenirelandtours.com,+353(0)872214002,-9.63592442858339,52.0241552921849,Kerry,Killarney,Republic of Ireland
Moon River Cruise,http://www.moonriver.ie/,+353(0)719621777,-8.09453495894501,53.9430217924179,Leitrim,Carrick-On-Shannon,Republic of Ireland
Riversdale Barge Holidays,http://www.riversdaleholidays.com/,+353(0)719644122,-7.7951996924886,54.0297445997448,Leitrim,Ballinamore,Republic of Ireland
Carrick-on-Suir Golf Club,http://www.carrickgolfclub.net,+353(0)51640047,-7.409194,52.33371,Tipperary,Carrick On Suir,Republic of Ireland
Roscommon Golf Club,http://www.roscommongolfclub.ie/,+353(0)906626382,-8.181117,53.618694,Roscommon,Roscommon,Republic of Ireland
Kilvahan Horse Drawn Caravans and Adventure Farm,http://www.horsedrawncaravans.com,+353(0)578735178,-7.258105,52.977018,Laois,Coolrain,Republic of Ireland
Ballyhaunis Golf Club,http://www.ballyhaunisgolfclub.com,+353(0)949630014,-8.769676,53.795026,Mayo,Ballyhaunis,Republic of Ireland
Loughrea Golf Club,http://www.loughreagolfclub.com,+353(0)91841049,-8.560867,53.218213,Galway,Loughrea,Republic of Ireland
Waveline Cruisers Limited,http://www.cruise-ireland.com,+353(0)12781666,-7.99384484179688,53.1934630436781,Offaly,Bannagher,Republic of Ireland
Portumna Golf Club,http://www.portumnagolfclub.ie,+353(0)909741059,-8.256448,53.091054,Galway,Portumna,Republic of Ireland
Lisselan Golf Club,http://www.lisselan.com,+353(0)238833249,-8.853286,51.657199,Cork,Clonakilty,Republic of Ireland
Claremorris Golf Club,http://www.claremorrisgolfclub.com,+353(0)949371527,-8.992087,53.700116,Mayo,Claremorris,Republic of Ireland
The Laurels,http://www.thelaurelspub.com,+353(0)646631149,-9.50933219510648,52.0592700513833,Kerry,Killarney,Republic of Ireland
Donegal Equestrian Centre,http://donegalequestriancentre.com/,+353(0)719841977,-8.25041427941516,54.4897082015903,Donegal,Bundoran,Republic of Ireland
The Danny Mann Inn,http://www.evistonhouse.com,+353(0)646631640,-9.510646,52.058814,Kerry,Killarney,Republic of Ireland
Baltimore Diving and Watersports Centre,http://www.baltimorediving.com,+353(0)2820300,-9.370642,51.485258,Cork,Baltimore,Republic of Ireland
Donegal Bay Waterbus,http://www.donegalbaywaterbus.com,+353(0)749723666,-8.111453,54.652789,Donegal,Donegal Town,Republic of Ireland
Ladies View Industries,http://www.ladiesview.com,+353(0)646633430,-9.623804,51.955525,Kerry,Killarney,Republic of Ireland
Mayo Horsedrawn Caravan Holidays,http://www.horsedrawncaravan.com,+353(0)949032777,-9.292137164783,53.8439072679371,Mayo,Castlebar,Republic of Ireland
Royal Cork Yacht Club,http://www.royalcork.com,+353(0)214831023,-8.30378627116397,51.8044276586363,Cork,Crosshaven,Republic of Ireland
The Strand Tavern,http://www.strandtavern.ie,+353(0)51389109,-6.93308660978698,52.2210835726598,Wexford,Duncannon,Republic of Ireland
The Belfry Pub and Embassy Restaurant,http://www.belfrypub.com,+353(0)719161250,-8.471527,54.270974,Sligo,Sligo Town,Republic of Ireland
Deane's Equestrian Centre,http://www.facebook.com/DeanesFarmEquestrianCentre/,+353(0)749737160,-8.37359001281072,54.6391767021201,Donegal,Bruckless,Republic of Ireland
The Barrow Way,http://www.irishtrails.ie/trail/barrow-way/2/,+353(0)45521240,-6.99618322113859,53.2219355188289,Kildare,Kildare,Republic of Ireland
Pirates Cove Adventure Park,http://www.piratescove.ie,+353(0)539425555,-6.232818,52.642981,Wexford,Gorey,Republic of Ireland
Mount Juliet Fishing River Nore,http://www.mountjuliet.ie,+353(0)567773000,-7.19112983856378,52.5278670948243,Kilkenny,Thomastown,Republic of Ireland
Langton's Bar and Restaurant,http://www.langtons.ie,+353(0)567765133,-7.24817747238728,52.6533283395928,Kilkenny,Kilkenny City,Republic of Ireland
O Connors Pub,,+353(0)719167267,-8.508725,54.209757,Sligo,Ballisodare,Republic of Ireland
Gilroy's Bar,http://www.gilroysbar.com/,+353(0)9637222,-9.09331353984635,54.2128917672035,Sligo,Enniscrone,Republic of Ireland
O'Donoghue's Pub,,+353(0)2770007,-9.910222,51.650956,Cork,Castletownbere,Republic of Ireland
Fisherman's Bar And Skellig Restaurant,,+353(0)669477103,-10.366482,51.885577,Kerry,Portmagee,Republic of Ireland
Fitzpatrick's Pub,,+353(0)40467392,-6.044288,52.980604,Wicklow,Wicklow Town,Republic of Ireland
The Ballymaloe Shop and Cafe,http://www.ballymaloeshop.ie/,+353(0)214652032,-8.07493320932008,51.8651493285793,Cork,Shanagarry,Republic of Ireland
Dun na Rí Forest Park,http://www.coillte.ie/site/dun-a-ri-forest-park/,+353(0)494331942,-6.79260138244194,53.9192220333036,Cavan,Kingscourt,Republic of Ireland
The Yellow Pepper Restaurant,http://www.yellowpepperrestaurant.com,+353(0)749124133,-7.738146,54.948175,Donegal,Letterkenny,Republic of Ireland
Richmond House Restaurant,http://www.richmondhouse.net,+353(0)5854278,-7.846722,52.139252,Waterford,Cappoquin,Republic of Ireland
Hanoras Cottage,http://www.hanorascottage.com,+353(0)5236134,-7.633908,52.277388,Waterford,Ballymacarbry,Republic of Ireland
Cabra Castle Golf Course,http://www.cabracastle.com,+353(0)29667030,-6.77713647070311,53.9192165020622,Cavan,Kingscourt,Republic of Ireland
Ballinamore Golf Club,http://www.ballinamoregolf.club/,+353(0)719645951,-7.83404930718995,54.0553592860864,Leitrim,Ballinamore,Republic of Ireland
Mountain View Golf Club,http://www.mviewgolf.com,,-7.18210505816648,52.4551689026272,Kilkenny,Ballyhale,Republic of Ireland
Ballymoney Golf Course,http://www.ballymoneygolfclub.ie/,+353(0)539421976,-6.237209,52.676294,Wexford,Gorey,Republic of Ireland
The Lake Room Restaurant,http://www.aghadoeheights.com,+353(0)646631766,-9.556431,52.077414,Kerry,Killarney,Republic of Ireland
Blind Piper Restaurant,http://www.blindpiperpub.com/,+353(0)669475126,-10.100764,51.769538,Kerry,Caherdaniel,Republic of Ireland
Bricín Craft Shop & Restaurant,http://www.bricin.ie,+353(0)646634902,-9.510202562583,52.0609446588225,Kerry,Killarney,Republic of Ireland
Annaharvey Farm Equestrian Centre,http://www.annaharveyfarm.ie,+353(0)579343544,-7.396453,53.251007,Offaly,Tullamore,Republic of Ireland
Oliver International Fishing Centre,http://www.brochet-irlande.com/,+353(0)499522616,-7.440472,54.121922,Cavan,Belturbet,Republic of Ireland
Kinsale Crystal,http://www.kinsalecrystal.ie,+353(0)214774493,-8.524121,51.705921,Cork,Kinsale,Republic of Ireland
Nicholas Mosse Pottery and Mill Cafe,http://www.nicholasmosse.com,+353(0)567727505,-7.18539062698369,52.5895542519491,Kilkenny,Bennettsbridge,Republic of Ireland
Quadventure,http://www.quadventure.ie,+353(0)539244660,-6.73488735466974,52.4520212416819,Wexford,Enniscorthy,Republic of Ireland
T-Bay Surf & Wildlife Centre,http://www.tramore.ie/surfing-a-water-sports/t-bay-surf-aamp-wildlife-centre.html,+353(0)51391297,-7.139622,52.15971,Waterford,Tramore,Republic of Ireland
Kilkenny Design Centre,http://www.kilkennydesign.com,+353(0)567722118,-7.249728,52.649871,Kilkenny,Kilkenny City,Republic of Ireland
Newbridge Golf Club,http://www.newbridgegolfclub.com,+353(0)45486110,-6.782232,53.20529,Kildare,Newbridge,Republic of Ireland
Market Cross Shopping Centre,http://www.marketcross.ie,+353(0)567752666,-7.254958,52.652688,Kilkenny,Kilkenny City,Republic of Ireland
Padmore & Barnes,http://www.padmore-barnes.com,+353(0)567721037,-7.249145,52.656448,Kilkenny,Kilkenny City,Republic of Ireland
Kielys Bar & Lounge,http://www.kielysbar.com,+353(0)6251239,-8.162292,52.473432,Tipperary,Tipperary Town,Republic of Ireland
Ardmore Pottery Gallery Shop,http://www.ardmorepottery.com,+353(0)2494152,-7.718595,51.949438,Waterford,Ardmore,Republic of Ireland
City Square Shopping Centre,http://www.city-square.ie,+353(0)51853528,-7.110378,52.259638,Waterford,Waterford City,Republic of Ireland
Jack Meades Pub,http://www.jackmeades.com,+353(0)51850950,-7.034471,52.235415,Waterford,Waterford City,Republic of Ireland
The Sligo Way,http://www.sligococo.ie,,-8.46535,54.2711,Sligo,Co. Sligo,Republic of Ireland
Castlegregory Golf And Fishing Club,http://www.castlegregorygolflinks.com,+353(0)667139444,-10.063345,52.255542,Kerry,Castlegregory,Republic of Ireland
Blacklion Golf Club,http://www.blackliongolf.com,+353(0)719853024,-7.8905,54.294546,Cavan,Blacklion,Republic of Ireland
West Cork Sailing & Powerboating Centre,http://wildatlanticwildlife.ie/,+353(0)2760132,-9.71615117329406,51.6827079936674,Cork,Beara,Republic of Ireland
Glen Of The Downs Golf Club,http://www.glenofthedowns.com,+353(0)12876240,-6.109716,53.152176,Wicklow,Delgany,Republic of Ireland
Countryside Leisure Activity Centre,https://www.facebook.com/CountrysideLeisureActivityCentre/,+353(0)567761791,-7.23737028738366,52.6793730488094,Kilkenny,Kilkenny,Republic of Ireland
Beaufort Bar and Restaurant,http://www.beaufortbar.com,+353(0)646644032,-9.633145,52.0697,Kerry,Killarney,Republic of Ireland
Cavan Swimming Pool and Leisure Complex,http://cavanleisure.ie/,+353(0)494362888,-7.35213,53.997059,Cavan,Cavan Town,Republic of Ireland
Perks Entertainment Centre,http://www.perksfunfair.com,+353(0)2492438,-7.858829,51.941013,Cork,Youghal,Republic of Ireland
Buncrana Golf Club,http://www.buncranagolfclub.com,+353(0)749362279,-7.457937,55.126699,Donegal,Buncrana,Republic of Ireland
Hilltop Shooting Sports,http://hilltopshootingsports.com,+353(0)12818025,-6.165609,53.092733,Wicklow,Newtownmountkennedy,Republic of Ireland
Longs Horse Riding and Trekking Centre,http://www.longsriding.com,+353(0)872250286,-10.3624142813782,52.1394748799367,Kerry,Dingle,Republic of Ireland
The Chart House Restaurant,http://www.thecharthousedingle.com,+353(0)669152255,-10.270688,52.138492,Kerry,Dingle,Republic of Ireland
Craft Granary,http://craftgranary.ie/,+353(0)527441473,-7.924652,52.376298,Tipperary,Cahir,Republic of Ireland
Connemara Marble Visitor Centre,,+353(0)91555746/555102,-9.184603,53.340378,Galway,Moycullen,Republic of Ireland
Delphi Fishery,http://www.fishinginireland.info/salmon/west/delphi.htm,+353(0)9542222,-9.75169337406851,53.6212129831694,Galway,Leenane,Republic of Ireland
Ireland's School of Falconry,http://www.falconry.ie,+353(0)949546820,-9.28504412020299,53.5344475889373,Mayo,Cong,Republic of Ireland
The Spinning Wheel,http://www.thespinningwheel.ie,+353(0)2763347,-9.5485,51.750367,Cork,Glengarriff,Republic of Ireland
Dive Tory,http://www.hoteltory.com/Diving.htm,+353(0)749135920,-8.22669290871954,55.2652063651715,Donegal,Tory Island,Republic of Ireland
Kiltrea Bridge Pottery,http://www.kiltreapottery.com,+353(0)539235107,-6.64402,52.51035,Wexford,Enniscorthy,Republic of Ireland
Williamstown Golf Club,,+353(0)51853131,-7.09484,52.236726,Waterford,Williamstown,Republic of Ireland
Bansha Wood,http://www.coillte.ie,+353(0)527441453,-8.06434793204121,52.4482985172907,Tipperary,Bansha,Republic of Ireland
Waterford City Slí na Sláinte Walk,http://www.irishtrails.ie/Trail/Waterford-City-Sli/1053/,,-7.1054245019086,52.2605344006357,Waterford,Waterford,Republic of Ireland
Glenshelane Forest Trails,http://www.coillte.ie,,-7.82643444323215,52.1488101303743,Waterford,Cappoquin,Republic of Ireland
